timestamp,temperature,humidity,speed,distance,co_ppm,no2_ppm,hc_ppm,nh3_ppm,pm_ppm,latitude,longtitude
45783,3541666667,30,83,0,276537126626072,0,83,32,0,08,5,8395,1,7,2,781,3556310,98653763
45783,354224537,30,01,82,95,0,0,83,32,0,08,5,7545,1,7,2,781,3556313,98653763
45783,3542824074,30,05,82,94,1,12,0,91,03,0,08,5,899,1,7,2,796,3556317,98653763
45783,3543402778,30,09,82,92,2,59,0,01,100,15,0,08,5,8633,1,7,2,772,3556317,98653763
45783,3543981481,30,12,82,89,4,5,0,01,117,89,0,1,5,9211,1,875,2,835,3556299,98653763
45783,3544560185,30,16,82,87,4,14,0,02,91,03,0,1,5,9075,1,875,2,802,3556296,98653755
45783,3545138889,30,2,82,84,4,23,0,02,100,15,0,1,5,984,1,875,2,805,3556278,98653770
45783,3545717593,30,22,82,81,6,72,0,03,91,03,0,1,5,9449,1,875,2,793,3556251,98653763
45783,3546296296,30,25,82,78,7,75,0,04,100,15,0,1,5,9449,1,875,2,835,3556265,98653748
45783,3546875,30,29,82,76,7,05,0,05,117,89,0,1,5,9619,2,125,2,781,3556252,98653740
45783,3547453704,30,33,82,72,7,97,0,06,235,77,0,1,6,0095,2,15,2,835,3556230,98653717
45783,3548032407,30,37,82,68,8,13,0,08,91,03,0,1,6,0316,2,2,2,835,3556221,98653725
45783,3548611111,30,42,82,65,7,75,0,09,100,15,0,1,5,967,2,175,2,838,3556207,98653732
45783,3549189815,30,46,82,63,8,01,0,1,117,89,0,1,6,0129,1,875,2,844,3556238,98653831
45783,3549768518,30,51,82,59,10,33,0,11,235,77,0,34,6,1132,1,875,2,832,3556220,98653778
45783,3550347222,30,52,82,56,9,95,0,13,235,77,0,34,6,0333,1,875,2,838,3556209,98653763
45783,3550925926,30,54,82,54,10,28,0,14,235,77,0,36,6,1472,1,875,2,817,3556213,98653763
45783,355150463,30,57,82,52,10,83,0,16,269,25,0,36,6,1863,1,875,2,85,3556276,98653793
45783,3552083333,30,6,82,48,12,32,0,17,254,71,0,36,6,1268,1,875,2,847,3556274,98653786
45783,3552662037,30,63,82,44,13,42,0,19,254,71,0,36,6,1421,1,875,2,838,3556280,98653778
45783,3553240741,30,65,82,4,14,04,0,21,235,77,0,36,6,3189,1,875,2,847,3556284,98653770
45783,3553819444,30,66,82,35,13,07,0,23,235,77,0,36,6,1472,1,875,2,847,3556283,98653770
45783,3554398148,30,71,82,31,11,99,0,24,235,77,0,36,6,1863,1,875,2,856,3556285,98653770
45783,3554976852,30,72,82,28,13,26,0,26,235,77,0,36,6,2033,1,875,2,874,3556288,98653763
45783,3555555556,30,75,82,23,12,91,0,28,235,77,0,36,6,1982,1,875,2,853,3556286,98653763
45783,3556134259,30,78,82,19,13,25,0,3,235,77,0,36,6,3087,1,875,2,85,3556284,98653755
45783,3556712963,30,82,82,17,14,49,0,32,235,77,0,36,6,239,1,875,2,841,3556282,98653748
45783,3557291667,30,86,82,16,14,44,0,34,249,25,0,36,5,9585,1,875,2,838,3556276,98653748
45783,355787037,30,91,82,11,11,44,0,36,269,25,0,36,6,0299,1,875,2,835,3556277,98653740
45783,3558449074,30,96,82,09,13,03,0,37,294,72,0,36,6,1574,1,875,2,853,3556286,98653740
45783,3559027778,31,82,06,13,73,0,39,304,72,0,36,6,1064,1,875,2,817,3556288,98653740
45783,3559606482,31,04,82,02,13,64,0,41,269,25,0,36,6,2696,1,875,2,844,3556290,98653740
45783,3560185185,31,07,82,01,12,79,0,43,235,77,0,36,6,2645,1,875,2,874,3556282,98653732
45783,3560763889,31,09,81,98,11,23,0,44,235,77,0,36,6,2917,1,875,2,844,3556277,98653732
45783,3561342593,31,13,81,96,10,54,0,46,235,77,0,34,6,3342,1,875,2,895,3556281,98653725
45783,3561921296,31,14,81,92,10,18,0,47,235,77,0,34,6,2764,1,875,2,895,3556283,98653717
45783,35625,31,16,81,89,10,49,0,49,235,77,0,34,6,2271,1,875,2,856,3556285,98653725
45783,3563078704,31,2,81,84,12,35,0,51,235,77,0,34,6,2832,1,875,2,901,3556279,98653717
45783,3563657407,31,22,81,8,13,04,0,52,249,25,0,34,6,3937,1,875,2,856,3556277,98653717
45783,3564236111,31,23,81,75,13,89,0,54,235,77,0,34,6,273,1,875,2,892,3556276,98653709
45783,3564814815,31,27,81,73,13,82,0,56,235,77,0,34,6,4124,1,875,2,868,3556280,98653717
45783,3565393519,31,29,81,72,12,66,0,58,235,77,0,34,6,273,1,875,2,895,3556284,98653732
45783,3565972222,31,32,81,68,13,35,0,6,252,23,0,34,6,4702,1,875,2,886,3556288,98653740
45783,3566550926,31,37,81,63,12,89,0,62,252,23,0,34,6,4685,1,875,2,883,3556292,98653748
45783,356712963,31,39,81,62,11,45,0,63,254,71,0,34,6,341,1,875,2,868,3556220,98653709
45783,3567708333,31,43,81,61,10,28,0,65,254,71,0,34,6,2798,1,875,2,847,3556223,98653687
45783,3568287037,31,46,81,57,11,59,0,66,254,71,0,34,6,0554,1,875,2,874,3556227,98653694
45783,3568865741,31,48,81,55,11,53,0,68,235,77,0,34,6,1166,1,875,2,874,3556230,98653687
45783,3569444444,31,53,81,5,9,34,0,69,235,77,0,36,6,1948,1,875,2,85,3556242,98653709
45783,3570023148,31,55,81,47,8,47,0,7,235,77,0,34,6,0809,1,875,2,856,3556260,98653709
45783,3570601852,31,59,81,44,7,24,0,71,235,77,0,36,6,1693,1,875,2,829,3556260,98653709
45783,3571180556,31,61,81,42,6,14,0,72,255,77,0,36,6,2271,1,875,2,883,3556270,98653717
45783,3571759259,31,66,81,38,5,02,0,73,235,77,0,36,6,358,2,025,2,892,3556272,98653717
45783,3572337963,31,68,81,36,2,41,0,73,269,25,0,36,6,3546,2,025,2,889,3556305,98653793
45783,3572916667,31,7,81,31,4,35,0,74,294,72,0,36,6,5042,2,025,2,895,3556300,98653793
45783,357349537,31,73,81,27,3,98,0,74,304,72,0,36,6,6181,2,025,2,904,3556266,98653778
45783,3574074074,31,75,81,24,2,97,0,75,269,25,0,36,6,6674,2,025,2,922,3556269,98653778
45783,3574652778,31,79,81,23,1,19,0,75,235,77,0,36,6,5382,2,025,2,904,3556305,98653763
45783,3575231481,31,82,81,22,1,51,0,75,222,23,0,36,6,426,2,025,2,859,3556329,98653770
45783,3575810185,31,85,81,18,2,41,0,76,252,23,0,36,6,5314,2,025,2,928,3556340,98653732
45783,3576388889,31,87,81,15,3,61,0,76,254,71,0,36,6,4566,2,025,2,898,3556367,98653755
45783,3576967593,31,9,81,11,1,21,0,76,254,71,0,34,6,6436,2,025,2,901,3556308,98653748
45783,3577546296,31,92,81,09,1,95,0,77,254,71,0,3,6,5331,2,475,2,922,3556284,98653748
